Restaurant_Name,Rating (Out of 5),votes,cuisines,dish_liked,location,online_order,Sub-Type,Type
Dev Sagar - Food Street,4.1,233,Street Food,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Basavanagudi,Yes,Quick Bites,Delivery
Om Sri Vinayaka Chats,0,0,"Street Food, Fast Food",,Banashankari,No,"Takeaway, Delivery",Delivery
Parjanya Chat Zone,3.3,17,"Street Food, Fast Food",,Banashankari,No,Quick Bites,Dine-out
Yo Roll Corner,3,27,"Street Food, Rolls",,Banashankari,No,Quick Bites,Dine-out
Papa Khan Rasoi,0,0,,,,No,,Delivery
Healthy Smoothie,0,0,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",,Bannerghatta Road,No,Delivery,Delivery
Kumbha Bhojanam,3.6,11,Andhra,,Bannerghatta Road,No,Food Court,Delivery
Nellore Bhojanam,3.1,175,Andhra,Biryani,Bannerghatta Road,Yes,Quick Bites,Dine-out
Kalakki Biryani,0,0,"Andhra, Biryani",,Bannerghatta Road,No,Quick Bites,Dine-out
New Nandan Family Restaurant,0,0,"Andhra, Chinese, North Indian, South Indian",,JP Nagar,No,Casual Dining,Delivery
Authentic Aandhra,0,0,"Andhra, North Indian",,BTM,Yes,Delivery,Delivery
Andhra Grills,3,55,"Andhra, North Indian, Biryani","Andhra Meal, Thali",JP Nagar,No,Casual Dining,Dine-out
Triveni,3.6,33,"Andhra, North Indian, Chinese",,Bannerghatta Road,Yes,Casual Dining,Delivery
Hotel Sri Annapoorneshwari Vegetarian,0,0,"Andhra, South Indian, Fast Food",,Bommanahalli,No,"Takeaway, Delivery",Delivery
Kabab Corner,0,0,"Arabian, Chinese, Kerala",,Bannerghatta Road,No,Quick Bites,Delivery
Jiffy Fast Food,0,0,"Arabian, Juices",,Bannerghatta Road,No,Quick Bites,Dine-out
Arzak,0,0,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",,JP Nagar,No,"Takeaway, Delivery",Delivery
Bake Feast,0,0,Bakery,,Bannerghatta Road,No,Bakery,Delivery
Cakes By M,3.4,7,Bakery,,Bannerghatta Road,No,Delivery,Delivery
Little Sweetooth,0,0,Bakery,,Bannerghatta Road,No,Delivery,Delivery
Cake-O-Mania,3.4,7,"Bakery, Desserts",,Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
Lyengar's Cakes N Cookies,0,0,"Bakery, Desserts",,Bannerghatta Road,Yes,Bakery,Delivery
Cakeship,0,0,"Bakery, Desserts",,JP Nagar,No,Bakery,Delivery
Dream a Dozen,4.3,133,"Bakery, Desserts","Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie",JP Nagar,Yes,Delivery,Delivery
Flavorsome Bakes,4,93,"Bakery, Desserts","Cup Cake, Pineapple Cake",Bannerghatta Road,No,"Takeaway, Delivery",Desserts
The Cake Ville,3.2,18,"Bakery, Desserts, Fast Food",,JP Nagar,Yes,"Bakery, Quick Bites",Desserts
Bread & Better,0,0,"Bakery, Fast Food",,Bannerghatta Road,No,Bakery,Delivery
Bhojon Tripti,2.9,24,"Bengali, North Indian",,Bannerghatta Road,Yes,Quick Bites,Delivery
Chandrima's Kitchen,3.7,38,"Bengali, North Indian",,Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
Hiyar Majhe Kolkata,4,244,"Bengali, North Indian","Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali",BTM,Yes,Quick Bites,Dine-out
Bangalir Rannaghar,2.9,58,"Bengali, North Indian, Chinese",Noodles,Bannerghatta Road,No,Quick Bites,Dine-out
Smooth Blender,3.4,7,Beverages,,Bannerghatta Road,Yes,Beverage Shop,Delivery
Bottle Genie,0,0,Beverages,,BTM,Yes,"Takeaway, Delivery",Delivery
Only Sharjah,0,0,Beverages,,BTM,Yes,Beverage Shop,Delivery
The Shake Factory Originals,3.3,8,"Beverages, Fast Food",,Bannerghatta Road,No,"Beverage Shop, Quick Bites",Delivery
Aha Juice Bar,3.6,13,"Beverages, Fast Food",,BTM,No,Beverage Shop,Delivery
Drunken Monkey,4.4,288,"Beverages, Fast Food","Chicken Tikka Sandwich, Hot Chocolate Brownie, Red Velvet Shake, Chicken Sandwiches, French Fries, Cheese Sandwich, Irish Cream Coffee",Bannerghatta Road,Yes,"Beverage Shop, Quick Bites",Dine-out
Lassi Ghar,0,0,"Beverages, Ice Cream, Juices, Sandwich",,Bannerghatta Road,Yes,Beverage Shop,Delivery
Roots n Fruits,3.6,13,"Beverages, Juices, Healthy Food",,JP Nagar,Yes,Beverage Shop,Delivery
Fresh Lemon Soda,3.1,5,"Beverages, Street Food",,Bannerghatta Road,No,Beverage Shop,Dine-out
Namma Halli Jonne Biryani,3.3,4,Biryani,,Bannerghatta Road,Yes,Quick Bites,Delivery
BMR Hyderabad Biryani,3.6,24,Biryani,,BTM,Yes,"Takeaway, Delivery",Delivery
RSS Donne Biryani,3.3,58,Biryani,,BTM,Yes,Quick Bites,Dine-out
Advika Briyani Center,3.4,8,Biryani,,JP Nagar,No,Delivery,Delivery
Biriyani Expess,0,0,Biryani,,JP Nagar,No,Quick Bites,Dine-out
Biryani Times,3.5,16,Biryani,,JP Nagar,No,Quick Bites,Delivery
Vah Biryani,0,0,"Biryani, Chinese",,Bannerghatta Road,No,Delivery,Delivery
Day N Night Kitchen,3.2,35,"Biryani, Chinese, North Indian",,BTM,No,Delivery,Delivery
Hotel Khaaja,3.1,68,"Biryani, Fast Food",,Bannerghatta Road,Yes,Quick Bites,Dine-out
Hunger2Eat,3.8,27,"Biryani, Fast Food, North Indian",,BTM,Yes,Quick Bites,Delivery
One KG,0,0,"Biryani, Kebab",,Bannerghatta Road,No,"Takeaway, Delivery",Delivery
Mani's Dum Biryani,4.2,373,"Biryani, Kebab","Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",JP Nagar,Yes,Casual Dining,Delivery
Papa Khan Biryani,0,0,"Biryani, Mughlai",,Bannerghatta Road,No,"Takeaway, Delivery",Delivery
Samruddhi Biryani,3,45,"Biryani, North Indian",,Bannerghatta Road,Yes,Delivery,Delivery
Matka,3.7,181,"Biryani, North Indian",Biryani,Bannerghatta Road,Yes,Delivery,Delivery
Fat Chef Biryani Wale,3.3,28,"Biryani, North Indian","Biryani, Gulab Jamun",Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
Krishna Vijayashree,3.5,13,"Biryani, North Indian, Chinese",,Bannerghatta Road,Yes,Casual Dining,Dine-out
Tastte!!,3.7,21,"Biryani, North Indian, Chinese",,Bannerghatta Road,Yes,Quick Bites,Delivery
Hunger Bee,3.8,54,"Biryani, North Indian, South Indian","Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",Bannerghatta Road,Yes,Quick Bites,Delivery
Atithi Biryani Corner,3.3,4,"Biryani, South Indian",,JP Nagar,Yes,Quick Bites,Dine-out
Akshaya Donne Biriyani,3.1,38,"Biryani, South Indian, Kebab",,JP Nagar,Yes,Quick Bites,Dine-out
Vidya Cafe,3.2,4,"Burger, Fast Food, Desserts, Sandwich",,JP Nagar,Yes,Quick Bites,Delivery
D2V Cafe,3.6,13,Cafe,,Bannerghatta Road,No,Cafe,Delivery
Furry Fairy Paw Paradise,0,0,Cafe,,JP Nagar,No,Cafe,Delivery
Black Mug Cafe,3.7,171,Cafe,Coffee,Bannerghatta Road,Yes,Cafe,Delivery
Butterly,3.9,102,"Cafe, Bakery, Beverages","Burgers, Sandwiches, Pizza, French Fries, Cheesecake",Bannerghatta Road,Yes,Cafe,Delivery
Cafe Conico,0,0,"Cafe, Beverages",,Bannerghatta Road,No,Cafe,Dine-out
#refuel,3.7,37,"Cafe, Beverages","Thick Shakes, Sandwiches, Pasta, Mocktails",Bannerghatta Road,Yes,Cafe,Delivery
Cafe Talk,3.3,14,"Cafe, Continental, North Indian, Bakery, Desserts",,Bannerghatta Road,No,"Cafe, Casual Dining",Cafes
Tisano Cafe,3.8,54,"Cafe, Fast Food, Chinese, Continental",,Bannerghatta Road,Yes,Cafe,Cafes
Hearts Unlock Cafe,3.2,11,"Cafe, Healthy Food",,BTM,No,Cafe,Cafes
Cafe Zuppa,0,0,"Cafe, Pizza, Fast Food",,JP Nagar,Yes,Cafe,Delivery
F3 Food Fun Fiesta,3.3,31,"Chinese, Fast Food, North Indian",,Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
China Town 07,0,0,"Chinese, Momos",,BTM,Yes,Quick Bites,Delivery
Aishwarya Parkland,2.9,59,"Chinese, North Indian",,Bannerghatta Road,No,Casual Dining,Dine-out
North Chinese Centre,0,0,"Chinese, North Indian",,Bannerghatta Road,Yes,Quick Bites,Delivery
Limra Hotel,3.3,26,"Chinese, North Indian",,BTM,Yes,Quick Bites,Dine-out
Aniram's,4.1,739,"Chinese, North Indian","Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala",JP Nagar,Yes,Delivery,Delivery
Moksha,3.6,42,"Chinese, North Indian, Andhra, South Indian",,Kanakapura Road,Yes,"Casual Dining, Bar",Delivery
Bangalore Pantry,0,0,"Chinese, North Indian, Biryani, Arabian",,Bannerghatta Road,Yes,Quick Bites,Dine-out
Little Shangai,3.3,4,"Chinese, North Indian, Fast Food",,Bannerghatta Road,No,Food Court,Dine-out
Targaryen's Kitchen,3.6,43,"Chinese, North Indian, Mughlai",Tandoori Chicken,JP Nagar,Yes,Casual Dining,Delivery
Coastal Inn,3.4,66,"Chinese, North Indian, Seafood","Biryani, Sea Food, Fish Thali",Bannerghatta Road,No,Casual Dining,Delivery
Pumpkin Food Workshop,0,0,"Chinese, North Indian, South Indian",,Bannerghatta Road,No,Quick Bites,Delivery
Vishal Foods,3.3,57,"Chinese, North Indian, Street Food",,Bannerghatta Road,Yes,Quick Bites,Dine-out
Maruthi Bar & Restaurant,0,0,"Chinese, Seafood",,Bannerghatta Road,No,Casual Dining,Delivery
Bella?s Kitchen,2.9,31,"Chinese, Seafood, North Indian",,Bannerghatta Road,No,Casual Dining,Dine-out
The Tucck Box,3.4,7,"Chinese, South Indian",,JP Nagar,Yes,Quick Bites,Delivery
Gobble Up,0,0,"Chinese, Street Food",,Bannerghatta Road,No,"Takeaway, Delivery",Delivery
Doddamma Devi Juice & Chats Centre,0,0,"Chinese, Street Food, Juices",,Bannerghatta Road,No,Quick Bites,Delivery
Tangra Indo - Chinese Cuisine,3.6,29,"Chinese, Thai",,Jayanagar,Yes,Food Court,Delivery
Oogway Express,3.9,347,"Chinese, Thai, Momos","Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",JP Nagar,Yes,Casual Dining,Dine-out
Momo Jojo,4.3,539,"Chinese, Tibetan, Momos","Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos",JP Nagar,Yes,Quick Bites,Delivery
Darjeeling Momo Adda,3.1,81,"Chinese, Tibetan, North Indian, Momos",,Bannerghatta Road,Yes,Quick Bites,Dine-out
Le Centre Jeunesse,0,0,Continental,,Bannerghatta Road,Yes,Quick Bites,Delivery
Ministry of Burger,0,0,Continental,,Electronic City,Yes,Delivery,Delivery
Delifusion - Hunger Sorted,3.3,6,"Continental, Chinese, North Indian",,Bannerghatta Road,Yes,Quick Bites,Delivery
Pika's Kitchen,3.4,24,"Continental, Italian",,Bannerghatta Road,Yes,Casual Dining,Delivery
Pepper Crown Restaurant,3.2,7,"Continental, North Indian, Chinese",,Bannerghatta Road,Yes,Casual Dining,Delivery
Mr Gola,3.4,8,Desserts,,Bannerghatta Road,No,Dessert Parlor,Desserts
Sheer Kurma,0,0,Desserts,,Bannerghatta Road,No,Quick Bites,Delivery
The Chocolatiers,3.5,14,Desserts,,Bannerghatta Road,No,Dessert Parlor,Desserts
The Right Moo Organic Icecreams,0,0,Desserts,,Bannerghatta Road,No,Dessert Parlor,Delivery
SR Choco Station,3.4,7,Desserts,,JP Nagar,Yes,"Takeaway, Delivery",Delivery
Bread Crumbs Bakery,4,164,"Desserts, Bakery","Samosa, Egg Puff, Paneer Puff, Chocolate Truffle",Bannerghatta Road,No,Bakery,Desserts
Ice Bowl,3.4,8,"Desserts, Beverages",,Bannerghatta Road,No,"Food Court, Dessert Parlor",Desserts
Sweet Melts,0,0,"Desserts, Ice Cream",,JP Nagar,No,Dessert Parlor,Delivery
Kanti Bakes & Flakes,0,0,"Desserts, Mithai",,Bannerghatta Road,Yes,Dessert Parlor,Delivery
Chaat Chatore,3.1,5,Fast Food,,Bannerghatta Road,No,Quick Bites,Dine-out
Food Memories,3.3,5,Fast Food,,Bannerghatta Road,No,Quick Bites,Dine-out
Oye Bubly,0,0,Fast Food,,Bannerghatta Road,No,Quick Bites,Delivery
Sandwich Mamas,3.2,4,Fast Food,,Bannerghatta Road,No,Quick Bites,Delivery
Bhojan@99,0,0,Fast Food,,Bannerghatta Road,Yes,Quick Bites,Delivery
Sri Balaji Chats and Icecreams,0,0,Fast Food,,Bommanahalli,Yes,Quick Bites,Delivery
Kafe Nook,3.6,35,Fast Food,,BTM,Yes,Quick Bites,Delivery
Dallas Hot & Cold,0,0,Fast Food,,JP Nagar,No,Quick Bites,Dine-out
Let's Bounce,0,0,Fast Food,,JP Nagar,Yes,Quick Bites,Drinks & nightlife
Y Not Restaurant,3.1,4,Fast Food,,JP Nagar,Yes,"Takeaway, Delivery",Delivery
Zyksha,3.4,9,Fast Food,,South Bangalore,No,Food Truck,Delivery
Arabian Mexico,3.4,43,"Fast Food, Arabian",,Bannerghatta Road,Yes,Quick Bites,Delivery
The Cuboidal,3.6,16,"Fast Food, Beverages, Sandwich",,BTM,Yes,Quick Bites,Delivery
The Crazy Wall,0,0,"Fast Food, Beverages, Sandwich",,JP Nagar,No,Quick Bites,Delivery
Yumme,0,0,"Fast Food, Burger, Sandwich, Street Food",,Bannerghatta Road,Yes,Quick Bites,Dine-out
Cafe Indiana,3.5,17,"Fast Food, Desserts",,Bannerghatta Road,No,"Quick Bites, Dessert Parlor",Desserts
Mini Forest,3.3,6,"Fast Food, Desserts",,JP Nagar,No,Quick Bites,Dine-out
Darjeeling Momos & Fast Food Center,3.8,37,"Fast Food, Momos",,Bannerghatta Road,Yes,Quick Bites,Delivery
Gorbandh,4.1,83,"Fast Food, North Indian","Aloo Paratha, Samosa, Kachori, Poha, Chaat",BTM,Yes,Quick Bites,Dine-out
Yumme Veg,3.6,14,"Fast Food, Street Food",,Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
Me N U,0,0,"Finger Food, Wraps, Cafe, Continental, Healthy Food",,Bannerghatta Road,No,Quick Bites,Cafes
Sang Grail,3.6,34,Healthy Food,,JP Nagar,No,Quick Bites,Delivery
Junkealth,0,0,"Healthy Food, Beverages, Cafe",,JP Nagar,No,Quick Bites,Dine-out
Garden Fresh,3.9,50,"Healthy Food, Juices",,BTM,Yes,Beverage Shop,Delivery
Jiyo Natural,3.6,14,"Healthy Food, North Indian",,South Bangalore,No,Delivery,Delivery
TFI - The Fresh Ice Cream,3.2,41,"Ice Cream, Beverages",,Bannerghatta Road,Yes,Dessert Parlor,Desserts
Kulfi Adda,3.4,5,"Ice Cream, Desserts",,Bannerghatta Road,No,Dessert Parlor,Desserts
Frosty Creams,3.7,13,"Ice Cream, Desserts",,South Bangalore,No,Food Truck,Desserts
World on a Swirl,3.8,46,"Ice Cream, Desserts, Rolls",Courteous Staff,Bannerghatta Road,No,"Dessert Parlor, Quick Bites",Desserts
Earth Plate Express,3.9,33,"Italian, Continental",,JP Nagar,Yes,Food Court,Delivery
Sree Ganesha Fruits & Juice,3.4,5,Juices,,Bannerghatta Road,Yes,Beverage Shop,Delivery
Mr. Cane,0,0,Juices,,Bommanahalli,Yes,Beverage Shop,Delivery
Juice Land,3.9,141,"Juices, Beverages",,Bannerghatta Road,Yes,Beverage Shop,Delivery
Juicy Hut,3.2,9,"Juices, Fast Food",,Bannerghatta Road,No,Quick Bites,Dine-out
Bangalore Pizza & Pulse Juice Bar,0,0,"Juices, Pizza",,Bannerghatta Road,No,Food Court,Delivery
Ammachide Addukala,3.5,6,Kerala,,Bannerghatta Road,No,Quick Bites,Dine-out
Malabar Mess,3.7,43,Kerala,,Bannerghatta Road,No,Mess,Delivery
Appam Centre,3.2,4,Kerala,,JP Nagar,No,Quick Bites,Delivery
Encyclofoodia,3.9,26,"Kerala, North Indian",,Bannerghatta Road,No,Quick Bites,Dine-out
Rara Avis,3.9,61,"Kerala, Seafood, Biryani, Desserts",Chicken Curry,JP Nagar,No,"Takeaway, Delivery",Delivery
Thalassery Hotel,0,0,"Kerala, South Indian",,Bannerghatta Road,No,Quick Bites,Dine-out
Veruthe Oru Thattukada,3.8,149,"Kerala, South Indian","Kadala Curry, Egg Roast, Beef Fry, Fish Fry, Chicken Curry, Fish Curry, Malabari Biryani",Bannerghatta Road,No,Casual Dining,Dine-out
Oottupura Family Restaurant,3.4,224,"Kerala, South Indian, Biryani","Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam",Bannerghatta Road,Yes,Quick Bites,Delivery
Machali Port,3.9,34,"Mangalorean, Seafood, North Indian","Sea Food, Anjal Masala Fry, Fish Curry, Thali, Neer Dosa",JP Nagar,Yes,Casual Dining,Dine-out
Stajasia Ahara,0,0,Mexican,,Bannerghatta Road,No,"Takeaway, Delivery",Delivery
K.C Das,3.4,8,"Mithai, Street Food",,Bannerghatta Road,No,"Sweet Shop, Quick Bites",Desserts
Bikaneri Sweets,3.4,19,"Mithai, Street Food",,Bannerghatta Road,Yes,Sweet Shop,Delivery
Anand Sweets And Savouries,4.1,131,"Mithai, Street Food","Chole Bhature, Thali, Papdi Chaat, Shahi Paneer",Bannerghatta Road,No,Sweet Shop,Desserts
Indian Desi Momo,0,0,Momos,,Bommanahalli,Yes,Takeaway,Delivery
Momo Time,0,0,"Momos, American",,Bannerghatta Road,Yes,Quick Bites,Delivery
Momo King,0,0,"Momos, Fast Food",,Bannerghatta Road,Yes,Quick Bites,Delivery
Yummy Momos,3.6,44,"Momos, Street Food, Fast Food, Tibetan, Chinese",,Bannerghatta Road,Yes,Kiosk,Delivery
Chicken Dera,3,25,"Mughlai, Kebab, Biryani",,JP Nagar,No,Quick Bites,Delivery
Sapid,0,0,North Indian,,Bannerghatta Road,No,Delivery,Delivery
Sapid.in,0,0,North Indian,,Bannerghatta Road,No,Delivery,Delivery
Shiv Sai,3.2,4,North Indian,,Bannerghatta Road,No,Quick Bites,Delivery
Snackiey,3.5,11,North Indian,,Bannerghatta Road,No,Quick Bites,Delivery
The Punjabi Tadka,0,0,North Indian,,Bannerghatta Road,No,Delivery,Delivery
Zainee Home food,0,0,North Indian,,Bannerghatta Road,No,Delivery,Delivery
M-Aura Kitchen Cafe & More,0,0,North Indian,,Bannerghatta Road,Yes,Quick Bites,Delivery
Punjabi Unplugged,0,0,North Indian,,Bannerghatta Road,Yes,Quick Bites,Delivery
Shiv Sai Hotel,3.5,74,North Indian,,Bannerghatta Road,Yes,Quick Bites,Dine-out
Kivona's Kitchen,0,0,North Indian,,BTM,No,Delivery,Delivery
Thani Nadan Food,0,0,North Indian,,BTM,No,Quick Bites,Dine-out
Sri Punjabi Dhaba,3.3,39,North Indian,,BTM,Yes,Dhaba,Delivery
Maland Restaurant Veg & Non-Veg,0,0,North Indian,,JP Nagar,No,Quick Bites,Dine-out
Night Hunger,3.1,6,North Indian,,JP Nagar,No,Delivery,Delivery
Turquoise,2.8,56,North Indian,,JP Nagar,No,Lounge,Dine-out
Delhi Food Factory,0,0,North Indian,,JP Nagar,Yes,Delivery,Delivery
Veg By Nature,3.4,14,North Indian,,JP Nagar,Yes,"Takeaway, Delivery",Delivery
Dilli ??,0,0,North Indian,,South Bangalore,Yes,Delivery,Delivery
Kanteen The Eatery,3.9,78,North Indian,"Chole Bhature, Pav Bhaji, Misal Pav",Bannerghatta Road,Yes,Quick Bites,Dine-out
Amritsari Kulcha Land,4.1,260,North Indian,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",JP Nagar,Yes,Quick Bites,Delivery
Chefeana,4,212,North Indian,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",Bannerghatta Road,Yes,Quick Bites,Dine-out
Kanika Biryani Paradise,3.4,15,"North Indian, Andhra, Biryani",,Bannerghatta Road,No,Casual Dining,Delivery
Dream's Kitchen,3.1,7,"North Indian, Andhra, Chinese",,Bannerghatta Road,No,Casual Dining,Dine-out
Chef & Dine,3.2,57,"North Indian, Arabian, Fast Food",,Bannerghatta Road,Yes,Casual Dining,Delivery
Nadella's Kitchen,3.3,4,"North Indian, Biryani",,Bannerghatta Road,No,Quick Bites,Delivery
Bawarchi Paradise,3.5,89,"North Indian, Biryani",,Bannerghatta Road,Yes,Quick Bites,Delivery
Fresh Dinner,3.1,105,"North Indian, Biryani",,Bannerghatta Road,Yes,"Takeaway, Delivery",Delivery
Combo Studio,3.1,16,"North Indian, Biryani, Chinese",,Bannerghatta Road,Yes,Casual Dining,Dine-out
Chillax Point,0,0,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Delivery
Diletto,3.5,16,"North Indian, Chinese",,Bannerghatta Road,No,Casual Dining,Dine-out
Kanchan Dhaba,3.2,4,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Delivery
Neals Cafe,3.1,14,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Dine-out
New Tandoori Point,3.3,9,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Dine-out
Northway Cuisine,0,0,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Delivery
Slice of Spice,3.1,4,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Dine-out
The Park Inn Restaurant,3,18,"North Indian, Chinese",,Bannerghatta Road,No,Quick Bites,Dine-out
Aman Chaat's And Fast Food Corner,0,0,"North Indian, Chinese",,Bannerghatta Road,Yes,Quick Bites,Delivery
Northern Bites,3.3,50,"North Indian, Chinese",,Bannerghatta Road,Yes,Casual Dining,Dine-out
Red Chilli Restaurant,3.2,93,"North Indian, Chinese",,Bannerghatta Road,Yes,Quick Bites,Delivery
Shree Krishna Sannidhi,3.4,76,"North Indian, Chinese",,Bannerghatta Road,Yes,Quick Bites,Delivery
Spice Taj,0,0,"North Indian, Chinese",,BTM,No,Quick Bites,Delivery
Eagle Bar & Restaurant,3.2,14,"North Indian, Chinese",,JP Nagar,No,"Casual Dining, Bar",Dine-out
Tandoori Spot,3.5,13,"North Indian, Chinese",,JP Nagar,No,Quick Bites,Delivery
New Mogul Empire,3.4,5,"North Indian, Chinese",,JP Nagar,Yes,Quick Bites,Delivery
Guru Garden,2.9,106,"North Indian, Chinese",Biryani,Bannerghatta Road,No,Casual Dining,Dine-out
Owl's Kitchen,3.1,44,"North Indian, Chinese",Brownie,BTM,No,Delivery,Delivery
Chicken County Grand,3.9,319,"North Indian, Chinese","Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",Bannerghatta Road,Yes,Casual Dining,Dine-out
Funky Punjab,3.9,407,"North Indian, Chinese","Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha",JP Nagar,Yes,Casual Dining,Dine-out
Punjabi Corner,3.9,201,"North Indian, Chinese","Paratha, Chicken Curry",Bannerghatta Road,Yes,Quick Bites,Delivery
Lalchee's Rasoi,3.6,162,"North Indian, Chinese","Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti",Bannerghatta Road,No,Casual Dining,Delivery
Guru Greens,3.8,89,"North Indian, Chinese","Tandoori Chicken, Beer, Pepper Chicken, French Chicken",Bannerghatta Road,No,Casual Dining,Delivery
Diya's Findish,3.3,6,"North Indian, Chinese, Bengali",,Bommanahalli,Yes,Quick Bites,Dine-out
A M Biryani Hotel,3.3,6,"North Indian, Chinese, Biryani, Fast Food",,Bannerghatta Road,Yes,Quick Bites,Delivery
Garma Garam,3.2,144,"North Indian, Chinese, Biryani, Rolls","Chicken Biryani, Butter Chicken",Bannerghatta Road,Yes,Quick Bites,Dine-out
Chicken County Restaurant,3.5,10,"North Indian, Chinese, Fast Food",,Bannerghatta Road,Yes,Casual Dining,Dine-out
Grills & Rolls,2.5,321,"North Indian, Chinese, Fast Food, Rolls, Juices","Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice",JP Nagar,Yes,Quick Bites,Delivery
Spicyzone Restaurant,0,0,"North Indian, Chinese, Mughlai, Biryani",,Bommanahalli,No,Casual Dining,Dine-out
Cravings,3.7,139,"North Indian, Chinese, Rolls","Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",Bannerghatta Road,Yes,Quick Bites,Delivery
